comment,chunks
"Globalement, il y a plus de réponses savoir certain que d'erreur dangereuse ,  malgré cela, je trouve que j'ai été trop rapide dans mes choix de réponse ainsi à l'avenir il me faudra être plus réfléchi. Aussi des petites révisions ne me feraient pas de mal. ","[""Globalement, il y a plus de réponses savoir certain que d'erreur dangereuse , "", "" malgré cela, je trouve que j'ai été trop rapide dans mes choix de réponse ainsi à l'avenir il me faudra être plus réfléchi. Aussi des petites révisions ne me feraient pas de mal. "", '']"
Dans ce test il y a eu beaucoup de réponse assez négative mais personnellement je trouve aussi que les questions n’étaient pas très précises et du coup c'était difficile de savoir si c’était vrai ou non. Je pense que je peux m'améliorer en étant plus prudente et en faisant plus attention aux énoncés. ,"[""Dans ce test il y a eu beaucoup de réponse assez négative mais personnellement je trouve aussi que les questions n’étaient pas très précises et du coup c'était difficile de savoir si c’était vrai ou non. Je pense que je peux m'améliorer en étant plus prudente et en faisant plus attention aux énoncés. "", '']"
"J'ai eu 22 bonnes réponses, 7 erreurs et 3 ignorances déclarées. Parmi mes erreurs, 6 sont dangereuses ce qui est beaucoup. Cela Vient en parti du fait que je ne connaissais pas les formules du cours et d'interprétations fausses des documents . Les courbes ne sont pas en J (légèrement pour les bonnes réponses, mais pas du tout sur les mauvaises) . Ces tests me permettent de voir si je connais mon cours et si je me souviens des anciens chapitres. Ils me montrent aussi que j'ai tendance à être trop sûre de moi. ","[""J'ai eu 22 bonnes réponses, 7 erreurs et 3 ignorances déclarées. Parmi mes erreurs, 6 sont dangereuses ce qui est beaucoup. Cela Vient en parti du fait que je ne connaissais pas les formules du cours et d'interprétations fausses des documents "", '. Les courbes ne sont pas en J (légèrement pour les bonnes réponses, mais pas du tout sur les mauvaises) ', "". Ces tests me permettent de voir si je connais mon cours et si je me souviens des anciens chapitres. Ils me montrent aussi que j'ai tendance à être trop sûre de moi. "", '']"
"J'ai plutôt assez bien réussi le test, mieux que le premier il me semble , même si j'ai encore quelques erreurs dangereuses.","[""J'ai plutôt assez bien réussi le test, mieux que le premier il me semble "", "", même si j'ai encore quelques erreurs dangereuses.""]"
"Globalement, le test permet de voir que je suis capable de répondre avec de la concentration à toutes les réponses. Mon savoir est là, mais cependant je fais encore trop d'erreurs d'inattention sur des choses bêtes. Il faut que je me concentre tout le long pour répondre à toutes les questions. ","[""Globalement, le test permet de voir que je suis capable de répondre avec de la concentration à toutes les réponses. Mon savoir est là, mais cependant je fais encore trop d'erreurs d'inattention sur des choses bêtes. Il faut que je me concentre tout le long pour répondre à toutes les questions. "", '']"
"Je suis assez content du résultat, ça aurait pu être pire. Ce test provoque chez moi de l'anxiété . Cela révèle mon énorme manque de confiance en moi . Mon but n'est pas de réussir, mais de prendre sur moi et de ne pas échouer. Yes. J'ai aussi appris que je suis incapable de me concentrer devant un écran d'ordinateur, je vais trop vite du coup je comprends mal les énoncés et les questions .","[""Je suis assez content du résultat, ça aurait pu être pire. Ce test provoque chez moi de l'anxiété "", '. Cela révèle mon énorme manque de confiance en moi ', "". Mon but n'est pas de réussir, mais de prendre sur moi et de ne pas échouer. Yes. J'ai aussi appris que je suis incapable de me concentrer devant un écran d'ordinateur, je vais trop vite du coup je comprends mal les énoncés et les questions "", '.']"
"Globalement, il y a beaucoup de réponses certaines mais aussi beaucoup d'erreurs dangereuses.  Je suis toujours trop sûr de mes réponses . Je dois mieux lire les énoncés et être plus attentif sur les réponses . Je dois aussi répondre simplement aux questions sans vouloir tenter de contourner des éventuels pièges. Pour m'améliorer, je pourrais donc prendre plus de temps pour répondre et assimiler les énoncés. ","[""Globalement, il y a beaucoup de réponses certaines mais aussi beaucoup d'erreurs dangereuses. "", ' Je suis toujours trop sûr de mes réponses ', '. Je dois mieux lire les énoncés et être plus attentif sur les réponses ', "". Je dois aussi répondre simplement aux questions sans vouloir tenter de contourner des éventuels pièges. Pour m'améliorer, je pourrais donc prendre plus de temps pour répondre et assimiler les énoncés. "", '']"
"Avant toutes choses, il faut savoir rester humble mais il faut aussi reconnaitre que le test est plutôt bon pour ma part (23 réponses correctes, soit 71% de réponses justes et 9 incorrectes) . Bien évidemment, ce score peut s'attribuer à des connaissances certaines dans le domaine de la physique chimie  et à un certain french flair dans des situations de doutes. Mes courbes forment en général toutes un J, mon jugement serait donc plutôt réaliste. Cependant, mes 7 erreurs dangereuses peuvent relever une certaine imprudence , mais il faut savoir vivre dangereusement j'imagine. Afin de devenir davantage réaliste lors du prochain test, il me faudra être plus technique dans mes connaissances en physique chimie.  Éventuellement, il me faudra affuter mon instinct de chasseur dans les possibles situations de doute à venir.","['Avant toutes choses, il faut savoir rester humble mais il faut aussi reconnaitre que le test est plutôt bon pour ma part (23 réponses correctes, soit 71% de réponses justes et 9 incorrectes) ', "". Bien évidemment, ce score peut s'attribuer à des connaissances certaines dans le domaine de la physique chimie "", ' et à un certain french flair dans des situations de doutes. Mes courbes forment en général toutes un J, mon jugement serait donc plutôt réaliste. Cependant, mes 7 erreurs dangereuses peuvent relever une certaine imprudence ', "", mais il faut savoir vivre dangereusement j'imagine. Afin de devenir davantage réaliste lors du prochain test, il me faudra être plus technique dans mes connaissances en physique chimie. "", ' Éventuellement, il me faudra affuter mon instinct de chasseur dans les possibles situations de doute à venir.']"
"Beaucoup de réponses correctes . Les courbes en J assez respecté, malgré un léger surplus de savoir fragile (70%) , ainsi je pense être plutôt réaliste et ne pas avoir besoin de devenir beaucoup plus réaliste . J'ai tout de même fait une grande progression par rapport au dernier test en termes de réalisme. Personnellement, ce test ne m'apporte pas grand-chose, que quelques connaissances sur quelques détails précis .","['Beaucoup de réponses correctes ', '. Les courbes en J assez respecté, malgré un léger surplus de savoir fragile (70%) ', ', ainsi je pense être plutôt réaliste et ne pas avoir besoin de devenir beaucoup plus réaliste ', "". J'ai tout de même fait une grande progression par rapport au dernier test en termes de réalisme. Personnellement, ce test ne m'apporte pas grand-chose, que quelques connaissances sur quelques détails précis "", '.']"
"5 erreurs dangereuses sur des erreurs d'inattention et non pas un manque d'inattention. Toutes mes ignorances déclarées étaient justes, pas assez sûr de moi. Je devrais être plus attentif sur les questions. ","[""5 erreurs dangereuses sur des erreurs d'inattention et non pas un manque d'inattention. Toutes mes ignorances déclarées étaient justes, pas assez sûr de moi. Je devrais être plus attentif sur les questions. "", '']"
"Plusieurs réponse correctes (29) et une erreur dangereuse, j'ai eu beaucoup de savoir fragile (6)  qui aurait pu être certain. J'ai été plus rapide que la dernière fois (22min).","[""Plusieurs réponse correctes (29) et une erreur dangereuse, j'ai eu beaucoup de savoir fragile (6) "", "" qui aurait pu être certain. J'ai été plus rapide que la dernière fois (22min).""]"
J'ai appris que je devrais me fier plus à mes connaissances qu'à la pertinence de la question .,"[""J'ai appris que je devrais me fier plus à mes connaissances qu'à la pertinence de la question "", '.']"
"Résultat : 20/32 , j'ai fait 16 réponses correctes  avec un savoir certain , 4 savoir fragile , pour les erreurs, 5 erreur dangereuse et 7 erreur présumée  Je repère beaucoup de prudence car je peux présumer mes erreurs éventuel , ce qui me permet d'avoir peut d'erreur dangereuse.  Pour m'améliorer davantage, il faut que je réponde plus spontanément car il y a des questions où j'ai trop hésité .","[""Résultat : 20/32 , j'ai fait 16 réponses correctes "", ' avec un savoir certain , 4 savoir fragile , pour les erreurs, 5 erreur dangereuse et 7 erreur présumée ', "" Je repère beaucoup de prudence car je peux présumer mes erreurs éventuel , ce qui me permet d'avoir peut d'erreur dangereuse. "", "" Pour m'améliorer davantage, il faut que je réponde plus spontanément car il y a des questions où j'ai trop hésité "", '.']"
"21 réponses correctes, 5 ignorances et 6 réponses incorrectes , dont 4 erreurs dangereuses. Ces erreurs dangereuses sont dues à un manque de connaissances.  La prochaine fois, je mettrai peu sûre. La courbe en J est bien remarquable avec les réponses correctes qui sont croissantes. Par contre, elle n'est pas respectée avec les réponses incorrectes, dû aux erreurs dangereuses . La prochaine fois, je ferais attention aux tournures des phrases qui peuvent être dangereuses. ","['21 réponses correctes, 5 ignorances et 6 réponses incorrectes ', ', dont 4 erreurs dangereuses. Ces erreurs dangereuses sont dues à un manque de connaissances. ', "" La prochaine fois, je mettrai peu sûre. La courbe en J est bien remarquable avec les réponses correctes qui sont croissantes. Par contre, elle n'est pas respectée avec les réponses incorrectes, dû aux erreurs dangereuses "", '. La prochaine fois, je ferais attention aux tournures des phrases qui peuvent être dangereuses. ', '']"
"Bon test, mais des problèmes de compréhension et des questions piège.","['Bon test, mais des problèmes de compréhension et des questions piège.']"
"5 incorrectes, 5 ignorances, 22 correctes -> 24/32 . Courbe en J similaire pour les réponses correctes mais pas pour les incorrectes (moins exponentielle) . Plutôt des erreurs d'inattention que du manque de réalisme.  (Pour 2 erreurs dangereuses)","['5 incorrectes, 5 ignorances, 22 correctes -> 24/32 ', '. Courbe en J similaire pour les réponses correctes mais pas pour les incorrectes (moins exponentielle) ', "". Plutôt des erreurs d'inattention que du manque de réalisme. "", ' (Pour 2 erreurs dangereuses)']"
"J'ai eu 23/32, ça passe en sachant que je n'étais pas là pour la leçon de géométrie moléculaire et que je n'ai pas très bien compris .","[""J'ai eu 23/32, ça passe en sachant que je n'étais pas là pour la leçon de géométrie moléculaire et que je n'ai pas très bien compris "", '.']"
"Il y a plus de réponses correctes qu'incorrectes mais il y a aussi pas mal d'ignorances . Pour les réponses incorrectes, il y a bien une courbe en J, par contre pour les réponses incorrectes la courbe n'a pas cette forme.  Il y a pas mal de savoir fragile ce qui montre de la prudence.  Pour le prochain test il faudrait que je fasse preuve de plus de certitude. ","[""Il y a plus de réponses correctes qu'incorrectes mais il y a aussi pas mal d'ignorances "", "". Pour les réponses incorrectes, il y a bien une courbe en J, par contre pour les réponses incorrectes la courbe n'a pas cette forme. "", ' Il y a pas mal de savoir fragile ce qui montre de la prudence.  ', 'Pour le prochain test il faudrait que je fasse preuve de plus de certitude. ', '']"
Très bon test malgré quelques difficultés en chimie. ,"['Très bon test malgré quelques difficultés en chimie. ', '']"
"La courbe des réponses correctes ne correspond pas à la courbe en J car il y a beaucoup de savoirs fragiles . La même chose avec la courbe des réponses incorrectes, puisqu’il y a beaucoup erreurs dangereuses : 7 sur 11 erreurs. Il faudrait qu'au prochain test je sois plus sûr de moi pour avoir moins de savoir fragile et aussi avoir moins d'erreurs dangereuses. ","['La courbe des réponses correctes ne correspond pas à la courbe en J car il y a beaucoup de savoirs fragiles ', "". La même chose avec la courbe des réponses incorrectes, puisqu’il y a beaucoup erreurs dangereuses : 7 sur 11 erreurs. Il faudrait qu'au prochain test je sois plus sûr de moi pour avoir moins de savoir fragile et aussi avoir moins d'erreurs dangereuses. "", '']"
"La chimie est vraiment dure, mais la physique c'est bien  22/32","[""La chimie est vraiment dure, mais la physique c'est bien "", ' 22/32']"
Note 22/32-> 10 réponses incorrectes et 22 réponses correctes . - imprudence - apprendre davantage,"['Note 22/32-> 10 réponses incorrectes et 22 réponses correctes ', '. - imprudence ', '- apprendre davantage']"
"Je fais beaucoup d'erreurs dangereuses donc je suis trop confiante . Mais j'ai quand même pas mal de savoir certain donc je sais quand même mes acquis. J'ai 9 savoir fragile sur 22 réponses juste, ça je l'explique par le fait que je connais mais pas à fond donc j'ai des chances d'avoir faux. Mes courbes sont loin de celle en J  donc je suis mi prudente/ mi imprudente.  Lors du prochain test, il faudrait que je prenne plus de temps sur les questions pour réellement réfléchir parce que là j'avais un peu la flemme de réfléchir à 100%. Et passer plus de temps sur les questions où je pense être certaine. ","[""Je fais beaucoup d'erreurs dangereuses donc je suis trop confiante "", "". Mais j'ai quand même pas mal de savoir certain donc je sais quand même mes acquis. J'ai 9 savoir fragile sur 22 réponses juste, ça je l'explique par le fait que je connais mais pas à fond donc j'ai des chances d'avoir faux. Mes courbes sont loin de celle en J "", ' donc je suis mi prudente/ mi imprudente.  ', ""Lors du prochain test, il faudrait que je prenne plus de temps sur les questions pour réellement réfléchir parce que là j'avais un peu la flemme de réfléchir à 100%. Et passer plus de temps sur les questions où je pense être certaine. "", '']"
Sur 32 questions 26 sont correctes dont 24 savoir certain ce qui montre de bonnes connaissances. Dans les réponses correctes la courbe J est bien suivie. Par contre du côté des réponses incorrectes il y a plus de réponses dangereuses que présumée  ce qui traduit encore une légère imprudence . Pour la prochaine je dois être plus prudente .,"['Sur 32 questions 26 sont correctes dont 24 savoir certain ce qui montre de bonnes connaissances. Dans les réponses correctes la courbe J est bien suivie. Par contre du côté des réponses incorrectes il y a plus de réponses dangereuses que présumée ', ' ce qui traduit encore une légère imprudence ', '. Pour la prochaine je dois être plus prudente ', '.']"
"Il y a 8 erreurs dangereuses donc il faut revoir certaines choses de mon cours , 23 savoir certain et pas d'erreur présumée et pas de savoir fragile . On peut penser à une imprudence car mes résultats se trouvent dans les extrêmes. ","['Il y a 8 erreurs dangereuses donc il faut revoir certaines choses de mon cours ', "", 23 savoir certain et pas d'erreur présumée et pas de savoir fragile "", '. On peut penser à une imprudence car mes résultats se trouvent dans les extrêmes. ', '']"
"Afin d'être plus réaliste lors du prochain test, une meilleure connaissance de son cours serait préférable .","[""Afin d'être plus réaliste lors du prochain test, une meilleure connaissance de son cours serait préférable "", '.']"
"Globalement 24/32 ce n’est pas trop mal pour moi . Il y a eu quand même 15 savoir certain, 8 savoir fragile  donc mon savoir est un peu fragile mais lors de la prise de décision je n’ai pas fait trop d'erreur dangereuses (2). 5 erreur présumée ne m'étonne pas et l'ignorance déclarée. Donc globalement, je suis plutôt satisfait de mon travail. J'espère forcément faire mieux la prochaine fois même si cela me va pour l'investissement.","['Globalement 24/32 ce n’est pas trop mal pour moi ', '. Il y a eu quand même 15 savoir certain, 8 savoir fragile ', "" donc mon savoir est un peu fragile mais lors de la prise de décision je n’ai pas fait trop d'erreur dangereuses (2). 5 erreur présumée ne m'étonne pas et l'ignorance déclarée. Donc globalement, je suis plutôt satisfait de mon travail. J'espère forcément faire mieux la prochaine fois même si cela me va pour l'investissement.""]"
"Globalement, il y a beaucoup de réponses correctes, très peu d'ignorances et quelques erreurs dangereuses. Pour les réponses correctes mes résultats correspondent à la courbe en J en général avec un pourcentage un peu trop élevé de savoir fragile.  Pour les réponses incorrectes les résultats ne sont pas en accord avec la courbe en J, trop d'erreur dangereuses. Pour devenir davantage réaliste je devrais réfléchir plus longtemps sur certaines questions et faire attention aux pièges. ","[""Globalement, il y a beaucoup de réponses correctes, très peu d'ignorances et quelques erreurs dangereuses. Pour les réponses correctes mes résultats correspondent à la courbe en J en général avec un pourcentage un peu trop élevé de savoir fragile. "", "" Pour les réponses incorrectes les résultats ne sont pas en accord avec la courbe en J, trop d'erreur dangereuses. Pour devenir davantage réaliste je devrais réfléchir plus longtemps sur certaines questions et faire attention aux pièges. "", '']"
"Erreur dangereuse 4, Erreur présumée 3, savoir certain 24, 1 ignorance déclarée . J'ai eu tout juste en physique, mais j'ai plus de mal en chimie car c'est moins concret. Les formules sont dures à comprendre donc à apprendre. De plus, mes erreurs dangereuses en chimie montrent que je n'ai pas tout compris. ","['Erreur dangereuse 4, Erreur présumée 3, savoir certain 24, 1 ignorance déclarée ', "". J'ai eu tout juste en physique, mais j'ai plus de mal en chimie car c'est moins concret. Les formules sont dures à comprendre donc à apprendre. De plus, mes erreurs dangereuses en chimie montrent que je n'ai pas tout compris. "", '']"
"Mon score global est de 23/32, avec 9 réponses incorrectes dont 7 dangereuses et 2 présumées, et 23 correctes avec 3 réponses fragiles et 20 savoirs certains. Ce score global (par rapport aux erreurs dangereuses) est peut-être dût à de la précipitation . La courbe en J au niveau des réponses incorrectes n'est pas bonne , il y a trop d’assurance pour des réponses qui sont fausses . Mais ma courbe en J pour les réponses correctes est bonne. Je pourrais être plus réaliste en lisant mieux les questions. ","['Mon score global est de 23/32, avec 9 réponses incorrectes dont 7 dangereuses et 2 présumées, et 23 correctes avec 3 réponses fragiles et 20 savoirs certains. Ce score global (par rapport aux erreurs dangereuses) est peut-être dût à de la précipitation ', "". La courbe en J au niveau des réponses incorrectes n'est pas bonne "", ', il y a trop d’assurance pour des réponses qui sont fausses ', '. Mais ma courbe en J pour les réponses correctes est bonne. Je pourrais être plus réaliste en lisant mieux les questions. ', '']"
"J'ai eu 23/32. Des bonnes connaissances dans certains chapitres et des manques de connaissances notamment pour les ondes et le titrage, ainsi que les représentations des molécules dans l'espace. ","[""J'ai eu 23/32. Des bonnes connaissances dans certains chapitres et des manques de connaissances notamment pour les ondes et le titrage, ainsi que les représentations des molécules dans l'espace. "", '']"
Bon test permettant ainsi de connaitre la qualité des connaissances. ,"['Bon test permettant ainsi de connaitre la qualité des connaissances. ', '']"
"Très bon test, c'est juste compliqué de ce situé dans le degré d'assurance pour répondre au questions.","[""Très bon test, c'est juste compliqué de ce situé dans le degré d'assurance pour répondre au questions.""]"
"J'ai eu 22/32. De bonnes connaissances dans certains domaines, comme de sérieuses lacunes dans d'autres. ","[""J'ai eu 22/32. De bonnes connaissances dans certains domaines, comme de sérieuses lacunes dans d'autres. "", '']"
"​-> 22/32 avec 6 erreurs dangereuses, 18 savoirs certains et 4 savoir fragiles, 1 erreur présumée.  -> Les erreurs dangereuses viennent du fait que je lis parfois trop vite et de ce fait j'oublie des informations . Ou alors je me rappelle plus des vraies formules-> par rapport à la courbe en J des réponses correctes, je diffère beaucoup -> prudence","['\u200b-> 22/32 avec 6 erreurs dangereuses, 18 savoirs certains et 4 savoir fragiles, 1 erreur présumée. ', "" -> Les erreurs dangereuses viennent du fait que je lis parfois trop vite et de ce fait j'oublie des informations "", '. Ou alors je me rappelle plus des vraies formules-> par rapport à la courbe en J des réponses correctes, je diffère beaucoup -> prudence']"
"4 erreurs dangereuses et 6 erreurs présumées et 4 savoir fragile ainsi que 18 savoir certain  (ce qui est plus ? (Illisible) / cohérent que la dernière fois). 22/32Pour les réponses correctes, ma courbe suit la courbe en J. Pour les erreurs, il n'y a pas vraiment de courbe. Je suis allée beaucoup trop vite sur certaines questions  et je ne me suis pas fait assez confiance. ","['4 erreurs dangereuses et 6 erreurs présumées et 4 savoir fragile ainsi que 18 savoir certain ', "" (ce qui est plus ? (Illisible) / cohérent que la dernière fois). 22/32Pour les réponses correctes, ma courbe suit la courbe en J. Pour les erreurs, il n'y a pas vraiment de courbe. Je suis allée beaucoup trop vite sur certaines questions  "", 'et je ne me suis pas fait assez confiance. ', '']"
"Globalement, il y a 23 réponses correctes et 9 réponses incorrectes ce qui est moins bon que la dernière fois.  Ce score global est du à beaucoup de certitudes fausses (5 erreurs dangereuses) mais notamment à un savoir certain de 20 réponses mais aucune ignorance. Pour les réponses incorrectes, mes résultats vont en descendant en fonction du degré de certitude mais les réponses correctes suivent la courbe en J . Cela révèle probablement d'imprudence considérable mais de sureté bénéfique.  Lors du prochain test, il s'agira de se montrer moins sur à 100% sur des réponses, même pour les réponses où je suis sûr de moi . Si je ne suis pas complétement certain, c'est mieux de mettre un degré de certitude moindre. Cela permettrait ainsi de diminuer la quantité d’erreurs dangereuses.","['Globalement, il y a 23 réponses correctes et 9 réponses incorrectes ce qui est moins bon que la dernière fois.  ', 'Ce score global est du à beaucoup de certitudes fausses (5 erreurs dangereuses) mais notamment à un savoir certain de 20 réponses mais aucune ignorance. Pour les réponses incorrectes, mes résultats vont en descendant en fonction du degré de certitude mais les réponses correctes suivent la courbe en J ', "". Cela révèle probablement d'imprudence considérable mais de sureté bénéfique. "", "" Lors du prochain test, il s'agira de se montrer moins sur à 100% sur des réponses, même pour les réponses où je suis sûr de moi "", "". Si je ne suis pas complétement certain, c'est mieux de mettre un degré de certitude moindre. Cela permettrait ainsi de diminuer la quantité d’erreurs dangereuses.""]"
"Mes connaissances sont suffisantes (24/32) mais mon jugement n'est pas réaliste . Concernant les réponses justes, mes résultats suivent plutôt la courbe. Mais mes erreurs ne suivent pas la courbe car j'ai fait trop d'erreurs dangereuses (4). Je suis donc trop imprudent.  Certaines de ces erreurs sont dues à un manque de réflexion par rapport aux questions (ex: confondre semi-équation et équation de réaction)  et une trop grande confiance aux réponses données par le QCM. Je devrais aussi plus me méfier de mes réponses.","[""Mes connaissances sont suffisantes (24/32) mais mon jugement n'est pas réaliste "", "". Concernant les réponses justes, mes résultats suivent plutôt la courbe. Mais mes erreurs ne suivent pas la courbe car j'ai fait trop d'erreurs dangereuses (4). Je suis donc trop imprudent.  "", 'Certaines de ces erreurs sont dues à un manque de réflexion par rapport aux questions (ex: confondre semi-équation et équation de réaction) ', ' et une trop grande confiance aux réponses données par le QCM. Je devrais aussi plus me méfier de mes réponses.']"
"23/32Je possède de nombreuses erreurs dangereuses, c'est bizarre parce que j'étais persuadé d'avoir fait de bons résultats. Mes fautes sont surtout en chimie, c'est tout à fait normal car je ne comprends pas trop certaines méthodes à faire . . . Je ne peux pas forcement m'améliorer à ce stade-là.","[""23/32Je possède de nombreuses erreurs dangereuses, c'est bizarre parce que j'étais persuadé d'avoir fait de bons résultats. Mes fautes sont surtout en chimie, c'est tout à fait normal car je ne comprends pas trop certaines méthodes à faire "", "". . . Je ne peux pas forcement m'améliorer à ce stade-là.""]"
24/32 beaucoup trop d'erreur dangereuses mais une courbe de savoir certain plutôt bonne . Il faut que je travaille mieux mes notions  afin d'être certain de toute mes réponses et éviter ces erreurs sur lesquelles je suis trop confiant commes ces erreurs dangereuses : 6/32,"[""24/32 beaucoup trop d'erreur dangereuses mais une courbe de savoir certain plutôt bonne "", '. Il faut que je travaille mieux mes notions ', "" afin d'être certain de toute mes réponses et éviter ces erreurs sur lesquelles je suis trop confiant commes ces erreurs dangereuses : 6/32""]"
"Résultat de 28/32 . Des erreurs dues soit à la mauvaise compréhension des questions (n° 5: une force orthogonale à v0 non une force v0), soit à une maîtrise incomplète du vocabulaire (isomérie). L'objectif est donc une attention plus marquée dans la lecture des questions  et une meilleure maîtrise du cours. Pour le spectre RMN il m'a semblé que le spectre était incohérent par rapport aux marches représentant la quantité de H (un triplet pour 4 H ?). Le cours doit être relu et mieux compris. Bonne compréhension pour la réaction d'oxydation, la diffraction et les lois de Newton. ","['Résultat de 28/32 ', "". Des erreurs dues soit à la mauvaise compréhension des questions (n° 5: une force orthogonale à v0 non une force v0), soit à une maîtrise incomplète du vocabulaire (isomérie). L'objectif est donc une attention plus marquée dans la lecture des questions "", "" et une meilleure maîtrise du cours. Pour le spectre RMN il m'a semblé que le spectre était incohérent par rapport aux marches représentant la quantité de H (un triplet pour 4 H ?). Le cours doit être relu et mieux compris. Bonne compréhension pour la réaction d'oxydation, la diffraction et les lois de Newton. "", '']"
"Sur ce test, j'ai 19 réponses correctes, toutes de savoir certain, et 13 réponses incorrectes dont 11 sont des erreurs dangereuses et 2 erreurs présumées. Les erreurs que j'ai faites sont dangereuses puisque j'étais quasiment sur ou sur de ces réponses. Les courbes en J ne sont pas cohérentes, au niveau des réponses incorrectes : bcp de réponses dangereuses à 100% ou 90% de certitude.  Pour mieux réussir ce test, il faut mettre une certitude de savoir pas très importante pour limiter les erreurs dangereuses.","[""Sur ce test, j'ai 19 réponses correctes, toutes de savoir certain, et 13 réponses incorrectes dont 11 sont des erreurs dangereuses et 2 erreurs présumées. Les erreurs que j'ai faites sont dangereuses puisque j'étais quasiment sur ou sur de ces réponses. Les courbes en J ne sont pas cohérentes, au niveau des réponses incorrectes : bcp de réponses dangereuses à 100% ou 90% de certitude. "", ' Pour mieux réussir ce test, il faut mettre une certitude de savoir pas très importante pour limiter les erreurs dangereuses.']"
"10 réponses correctes sur 20, score correct , cependant trois erreurs dangereuses (à80%) qui sont dues à une mauvaise lecture de l'énoncé et une confusion entre plusieurs éléments de la consigne . Cependant, j'ai 7 savoir certain et 3 savoir fragile,  ce qui témoigne d'une bonne connaissance d'une partie du programme et une connaissance partielle d'une autre partie du programme  (10 questions erreur présumée, ignorance déclarée et savoir fragile). Pour un meilleur résultat la fois prochaine, il faudrait ouvrir le livre de SPC notamment sur la mécanique  (2eme loi de Newton)","['10 réponses correctes sur 20, score correct ', "", cependant trois erreurs dangereuses (à80%) qui sont dues à une mauvaise lecture de l'énoncé et une confusion entre plusieurs éléments de la consigne "", "". Cependant, j'ai 7 savoir certain et 3 savoir fragile, "", "" ce qui témoigne d'une bonne connaissance d'une partie du programme et une connaissance partielle d'une autre partie du programme  "", '(10 questions erreur présumée, ignorance déclarée et savoir fragile). Pour un meilleur résultat la fois prochaine, il faudrait ouvrir le livre de SPC notamment sur la mécanique ', ' (2eme loi de Newton)']"
j'ai souvent répondu trop vite  et je pense autant ne pas avoir appris mon cours donc je me suis mélangé plein de fois,"[""j'ai souvent répondu trop vite  "", 'et je pense autant ne pas avoir appris mon cours donc je me suis mélangé plein de fois']"
je mérite cette note car je n'avais pas de connaissance spécifique sur ce cours (mots spécifiques scientifiques)  et je n'étais pas concentré à 100% en raison de problèmes informatiques ce qui a causé un taux d'erreur trop important,"[""je mérite cette note car je n'avais pas de connaissance spécifique sur ce cours (mots spécifiques scientifiques) "", "" et je n'étais pas concentré à 100% en raison de problèmes informatiques ce qui a causé un taux d'erreur trop important""]"
"Avec 4 erreurs dangereuses, 3 erreurs présumées et 13 savoirs certains . Pour la prochaine fois, essayer de prendre plus de temps dans la lecture de certaines questions . les erreurs dangereuses étant au dessus de la courbe.","['Avec 4 erreurs dangereuses, 3 erreurs présumées et 13 savoirs certains ', '. Pour la prochaine fois, essayer de prendre plus de temps dans la lecture de certaines questions ', '. les erreurs dangereuses étant au dessus de la courbe.']"
"Je suis arrivée à un résultat de 12/20  avec beaucoup d'erreurs dangereuses, je pense que je n'ai pas entièrement compris le cours et j'ai été beaucoup moins prudente que sur le dernier test, j'ai pris des risques  et cela n'a pas aboutit. J’ai beaucoup moins d'ignorance déclarée. Il faut encore que je me concentre davantage sur les énoncés, prendre le temps de bien lire surtout sur la mécanique . Les conditions ne sont pas vraiment idéal non plus","['Je suis arrivée à un résultat de 12/20 ', "" avec beaucoup d'erreurs dangereuses, je pense que je n'ai pas entièrement compris le cours et j'ai été beaucoup moins prudente que sur le dernier test, j'ai pris des risques "", "" et cela n'a pas aboutit. J’ai beaucoup moins d'ignorance déclarée. Il faut encore que je me concentre davantage sur les énoncés, prendre le temps de bien lire surtout sur la mécanique "", '. Les conditions ne sont pas vraiment idéal non plus']"
"je dois revoir ma lecture et mon engagement à travers ces sujets divers et variés. Je m'en tire tout de même avec une note de 13/20 ce qui me donne la certitude de pouvoir aller chercher une notre très satisfaisante. C'est mon dernier mot, comme dirait un certain Rudi. G C’est un défaut de jeunesse. erreur dangereuse à chaque fois puisque je me donne 100% raison car dans la vie il faut être sur de ses choix.","[""je dois revoir ma lecture et mon engagement à travers ces sujets divers et variés. Je m'en tire tout de même avec une note de 13/20 ce qui me donne la certitude de pouvoir aller chercher une notre très satisfaisante. C'est mon dernier mot, comme dirait un certain Rudi. G C’est un défaut de jeunesse. erreur dangereuse à chaque fois puisque je me donne 100% raison car dans la vie il faut être sur de ses choix.""]"
9 savoir certain 4 fragile 4 erreurs présumées et 3 dangereuses.  des confusions et des souvenirs erronés du à des réponses données basées non pas sur un cours appris mais sur des souvenirs de classes et des exercices faits.  Un apprentissage du cours permettrait de palier à cela,"['9 savoir certain 4 fragile 4 erreurs présumées et 3 dangereuses. ', ' des confusions et des souvenirs erronés du à des réponses données basées non pas sur un cours appris mais sur des souvenirs de classes et des exercices faits. ', ' Un apprentissage du cours permettrait de palier à cela']"
"J'ai eu 6 réponses incorrectes et 6 dangereuses et 13 réponses correctes dont 11 savoir certain. mes erreurs viennent majoritairement du fait que je ne comprends absolument pas le chapitre de chimie sur lequel nous avons eu des questions (solution titrante/titrée, ph, pka) ","[""J'ai eu 6 réponses incorrectes et 6 dangereuses et 13 réponses correctes dont 11 savoir certain. mes erreurs viennent majoritairement du fait que je ne comprends absolument pas le chapitre de chimie sur lequel nous avons eu des questions (solution titrante/titrée, ph, pka) "", '']"
